Port,Protocol,Count
35821,tcp,1
43400,other,3
29878,tcp,3
18637,tcp,2
59596,udp,5
53049,other,3
44534,tcp,1
44045,udp,5
60797,udp,1
16580,other,2
37839,udp,2
16956,tcp,3
15918,udp,4
35035,tcp,1
3600,tcp,4
62255,other,1
503,tcp,3
60673,udp,2
12770,tcp,4
64764,other,5
62478,udp,1
53831,tcp,1
39469,tcp,3
48515,other,3
43280,udp,2
21626,other,4
58494,tcp,3
24255,udp,2
27298,other,2
40034,udp,4
46652,other,3
27200,other,4
7248,tcp,2
48867,tcp,3
59879,other,3
12279,other,3
8900,udp,3
31633,other,3
20191,tcp,1
28705,udp,3
14071,other,4
49411,udp,1
7933,tcp,2
47730,udp,4
3113,udp,3
239,tcp,4
44169,tcp,1
77,other,2
48619,tcp,3
11232,udp,3
12412,tcp,4
44693,other,3
31258,udp,2
43215,other,2
16781,tcp,6
31251,other,5
48564,other,4
25386,other,1
10366,tcp,3
44525,other,6
27895,other,3
29257,other,1
29743,tcp,5
42752,tcp,1
54930,other,1
7547,udp,3
18492,other,2
12382,udp,2
30553,other,5
42803,udp,2
62891,tcp,2
33304,udp,1
35012,udp,1
6462,other,1
11854,tcp,1
58370,tcp,5
57943,tcp,4
473,udp,3
3534,udp,4
55849,udp,3
8484,tcp,5
58564,other,4
11468,udp,3
11905,udp,1
26423,tcp,1
47254,other,1
1067,udp,2
16832,udp,1
17025,tcp,3
54478,other,3
30034,tcp,2
62852,other,2
19423,other,4
25192,tcp,3
34518,other,3
55788,other,3
4335,other,1
8461,udp,2
22648,udp,3
9715,tcp,1
55174,tcp,3
51785,tcp,3
21810,tcp,1
42702,udp,3
57088,other,3
11955,tcp,8
59597,other,2
57220,tcp,1
24329,udp,3
38278,other,4
10367,other,4
21780,udp,4
20271,other,1
53493,tcp,1
44410,udp,5
49213,other,3
22780,other,5
27596,tcp,1
63709,udp,3
50247,tcp,3
41586,other,4
40656,udp,3
60893,other,1
35672,other,4
38289,udp,3
29642,tcp,3
44196,other,2
60747,udp,3
47687,udp,1
42896,other,3
18198,tcp,5
16365,other,4
60725,other,2
56055,other,2
34362,other,2
23259,other,1
41214,tcp,2
27961,tcp,4
56276,udp,4
18563,tcp,3
54595,udp,4
45197,udp,2
50612,tcp,4
13636,tcp,5
28698,udp,2
60343,other,2
63993,udp,4
59238,udp,1
10604,other,2
25241,other,6
61927,udp,5
19094,other,2
18462,tcp,2
3210,other,6
49294,udp,2
60940,other,3
14187,udp,3
8973,tcp,3
28414,other,6
44608,udp,1
47928,tcp,2
16233,udp,1
19553,tcp,3
45085,udp,4
62919,other,3
65017,tcp,3
32298,udp,2
23651,tcp,2
12159,udp,1
53691,udp,1
47131,udp,3
15479,tcp,1
53501,other,2
25768,other,2
47301,other,3
7064,other,4
20698,other,2
31001,udp,1
40656,tcp,5
33164,udp,3
49548,other,4
42284,other,4
52803,other,2
22416,other,3
19254,tcp,4
52343,tcp,4
30158,tcp,2
20630,udp,3
52529,udp,5
62719,udp,2
5405,tcp,1
44478,other,2
25026,other,2
43816,udp,2
54669,udp,2
54483,udp,2
44002,other,2
18205,tcp,1
51352,other,2
28951,tcp,1
53443,tcp,5
29929,udp,3
57039,other,5
62841,tcp,1
57321,udp,4
18774,other,1
43735,other,3
28266,tcp,3
37664,tcp,3
55547,other,3
48097,other,2
58692,udp,3
64382,other,3
14664,udp,2
20377,udp,2
54623,tcp,6
59550,tcp,3
14552,tcp,2
34418,udp,3
37738,tcp,6
29855,udp,2
4151,tcp,2
59923,tcp,1
9540,tcp,1
40084,udp,3
36002,udp,3
62156,udp,3
47866,other,2
27603,tcp,3
12844,udp,2
57685,other,5
4613,tcp,2
42130,udp,3
19530,udp,2
53731,other,2
65316,udp,5
32983,udp,3
10798,udp,3
63239,other,2
51275,udp,2
2567,tcp,2
30209,udp,8
35136,udp,1
33529,tcp,1
44293,udp,4
363,udp,3
4706,other,3
64579,other,1
18418,other,2
24877,tcp,3
42927,tcp,2
61539,udp,1
27649,udp,2
64202,udp,3
44534,udp,1
13348,other,5
57877,tcp,1
7494,tcp,6
63022,udp,2
22601,other,1
48479,tcp,3
34147,other,1
5816,udp,2
27451,udp,3
39345,udp,4
18559,other,6
38918,tcp,2
36084,other,5
62179,tcp,4
45225,tcp,5
32465,other,1
55298,tcp,3
42231,other,3
51687,other,1
29628,other,5
26558,udp,5
6068,tcp,1
43354,udp,3
7910,tcp,1
23950,tcp,1
64062,udp,1
57344,tcp,5
47590,udp,2
22134,other,4
43950,other,2
25631,udp,5
55050,udp,2
55714,tcp,2
5090,tcp,1
28593,other,1
1318,other,2
46316,tcp,4
12024,tcp,2
13461,tcp,1
22349,udp,3
51137,other,1
24974,other,4
21422,tcp,3
30820,tcp,3
6797,other,2
18687,tcp,2
37535,other,4
31747,udp,6
50072,tcp,4
5331,tcp,1
29817,tcp,1
19604,udp,2
32613,udp,3
8002,tcp,2
58012,tcp,2
7159,udp,2
30567,udp,2
12134,other,2
10939,other,6
46573,tcp,3
40123,tcp,4
11691,udp,3
28749,other,3
35956,udp,3
52752,udp,1
17969,tcp,3
9152,tcp,5
1036,other,3
60315,udp,1
47721,other,3
9388,udp,3
38192,udp,1
19988,other,2
63511,udp,2
44557,tcp,2
37817,other,3
63695,other,2
59061,tcp,3
3545,other,5
35308,other,3
61465,udp,1
8238,udp,4
28317,udp,1
59403,other,4
45101,udp,1
57068,udp,2
39271,udp,2
28216,udp,3
5019,tcp,1
61186,other,3
49659,tcp,3
23192,other,3
21867,other,2
60262,tcp,2
55212,other,2
1942,tcp,2
14643,other,3
61412,other,4
48743,udp,4
45524,tcp,6
27114,tcp,2
54922,tcp,3
43377,tcp,3
54333,other,3
45400,udp,3
1863,other,1
38091,udp,1
12961,other,2
17872,udp,2
23215,udp,3
55971,tcp,1
41723,other,2
14327,tcp,5
61488,tcp,2
15522,other,2
51960,udp,2
53955,tcp,1
21169,udp,4
627,tcp,5
37175,tcp,2
21978,tcp,3
30843,other,2
16124,other,2
54113,udp,3
35159,tcp,2
50629,other,1
40100,udp,2
59900,udp,2
37715,udp,1
33901,other,5
57350,other,3
22113,tcp,2
3760,other,2
32737,tcp,4
24428,other,4
31511,tcp,1
14626,tcp,1
3237,udp,4
41508,other,4
46697,udp,2
58933,udp,1
52280,other,2
37299,udp,1
28652,tcp,3
7058,udp,3
40224,tcp,2
23339,tcp,3
5253,udp,5
17204,other,1
49535,udp,2
56627,other,4
36289,other,3
64326,tcp,1
54118,other,1
12968,tcp,3
5763,tcp,2
6603,other,3
23725,tcp,2
38798,other,3
42562,udp,4
23316,udp,1
40523,tcp,1
51557,other,2
35568,udp,3
4849,udp,3
49609,udp,4
63881,udp,4
4204,udp,2
41070,other,2
57753,udp,4
11054,other,1
1251,other,3
21557,udp,1
26484,udp,2
35882,udp,1
41696,udp,2
37614,udp,4
5167,other,1
15804,other,2
17946,udp,5
19561,other,1
53011,tcp,2
36748,udp,1
59484,udp,4
1533,other,2
45910,tcp,1
36126,tcp,6
45501,udp,2
36512,tcp,2
17895,tcp,3
61683,other,2
36103,udp,3
52775,tcp,2
22471,tcp,3
13811,udp,4
28142,udp,2
30955,udp,3
32320,other,1
47495,other,4
57506,other,2
2057,udp,1
22469,other,3
11818,other,2
26455,other,1
49893,udp,5
13013,other,2
54945,other,5
53861,other,2
48355,udp,4
32714,udp,2
6943,tcp,2
61364,udp,3
18633,other,2
44966,udp,2
10529,udp,1
3595,udp,3
52067,udp,2
33090,udp,1
16692,udp,2
44058,other,3
43742,udp,1
43478,tcp,1
19180,tcp,3
58956,tcp,6
13563,other,4
3001,tcp,3
11765,udp,3
56471,other,4
49558,tcp,2
34344,udp,4
2209,tcp,4
63921,other,4
2493,tcp,6
1320,udp,3
28964,other,4
985,tcp,3
20019,udp,3
32094,other,5
6608,udp,5
29027,other,2
18586,tcp,2
39680,udp,1
56428,tcp,2
55337,udp,4
17931,other,2
11057,tcp,2
49484,tcp,2
27299,tcp,4
39347,other,1
34529,other,6
62988,tcp,1
4324,other,1
61897,udp,1
4970,other,6
25156,other,3
61874,tcp,4
28975,other,3
57250,other,1
7446,other,3
16446,udp,3
3483,udp,1
4663,tcp,3
52017,udp,3
33293,other,8
37620,other,2
48281,tcp,3
25844,udp,3
42666,other,2
21780,tcp,1
53038,other,4
47269,other,4
38429,udp,1
52986,other,3
39609,tcp,1
46141,udp,3
15220,tcp,6
47827,udp,2
60848,udp,1
8647,udp,5
26120,other,3
30493,tcp,4
10787,other,3
63072,tcp,2
10805,udp,4
896,udp,1
27984,tcp,1
26781,tcp,1
52499,udp,5
58882,tcp,3
11905,tcp,1
19476,other,2
873,tcp,3
29242,other,4
17052,other,2
31125,tcp,3
962,tcp,3
36697,tcp,6
58701,other,5
52476,tcp,3
35494,tcp,4
50859,other,4
31407,other,2
35793,udp,5
64735,udp,1
31622,other,1
60625,other,3
5022,other,1
60825,tcp,3
48918,tcp,3
29233,udp,4
51427,tcp,4
3572,udp,1
26096,tcp,3
42881,other,1
24641,udp,2
32197,udp,2
25853,other,8
15243,udp,4
188,tcp,2
30108,udp,2
27980,other,1
9738,tcp,3
42752,udp,3
17383,tcp,3
56857,other,2
1633,other,4
33354,udp,6
39829,other,4
43300,other,2
62752,other,4
53108,tcp,2
12945,tcp,3
33078,other,5
62506,tcp,4
45724,other,2
56816,udp,1
46808,other,2
21095,tcp,4
65286,udp,3
59915,other,3
13994,tcp,2
22098,other,4
38266,udp,3
34519,tcp,3
29210,tcp,5
38355,udp,3
33428,udp,1
38888,tcp,6
32083,other,4
17771,udp,1
43078,tcp,3
55613,udp,2
39446,tcp,1
28030,udp,2
38243,tcp,4
8550,tcp,1
61006,udp,5
16058,tcp,5
44892,tcp,1
10242,udp,1
26395,udp,4
45357,other,2
16265,other,2
15806,udp,3
51222,other,1
6321,udp,2
54382,udp,3
19843,other,2
8923,udp,5
63780,udp,4
9687,udp,3
6966,udp,3
5319,other,2
42663,udp,2
41572,tcp,4
4387,tcp,1
59360,tcp,3
12179,other,3
20529,tcp,2
5230,tcp,2
3623,tcp,3
62537,other,4
35958,other,3
32174,tcp,2
47241,tcp,2
53034,tcp,1
60113,other,3
21321,udp,4
56090,udp,3
43917,tcp,2
13574,other,1
42826,udp,1
44793,other,2
1899,tcp,4
24643,other,4
46215,udp,2
47753,udp,4
48935,other,3
25456,tcp,4
54800,other,5
48844,tcp,4
26659,tcp,1
47418,udp,2
2932,udp,3
20642,other,1
45060,other,2
30011,tcp,3
61086,other,2
12669,tcp,6
3460,tcp,2
52752,tcp,5
17969,udp,4
54192,other,2
47804,tcp,3
4298,tcp,1
20478,udp,3
11831,tcp,2
38406,tcp,3
16423,tcp,4
34468,udp,3
29008,tcp,3
25821,tcp,1
43866,udp,5
59500,udp,4
5141,tcp,1
47484,other,2
35844,tcp,4
40247,tcp,2
13659,tcp,3
12049,other,5
61327,other,2
2094,other,3
11997,other,4
40034,tcp,3
63836,other,2
7248,udp,2
61252,udp,1
21394,udp,1
17564,other,4
20191,udp,4
21371,tcp,2
50612,udp,1
11780,udp,2
18262,other,2
34877,udp,1
55197,tcp,4
24007,tcp,3
11519,udp,5
43567,tcp,1
42263,udp,2
20917,udp,6
32832,other,4
1396,other,3
138,udp,5
51661,udp,1
46270,other,3
1752,tcp,4
44143,other,3
40057,other,2
62455,udp,4
45509,other,1
53057,udp,1
44410,tcp,3
50970,tcp,2
19817,tcp,2
9299,tcp,2
35828,other,4
12770,udp,3
58119,other,5
43230,udp,3
52965,tcp,2
14839,udp,5
55558,other,2
3025,other,3
48568,tcp,3
26446,tcp,3
58393,tcp,1
21022,tcp,6
48867,udp,3
14816,tcp,4
8900,tcp,4
64595,tcp,3
56253,udp,2
16832,tcp,1
58058,udp,1
7933,udp,4
62790,tcp,2
56377,udp,1
47730,tcp,2
58035,tcp,5
25192,udp,4
25479,udp,1
17349,other,2
24306,udp,2
29878,udp,1
115,tcp,2
61709,other,3
30323,other,1
44045,tcp,2
56354,tcp,1
37839,tcp,1
34608,tcp,5
52988,udp,4
38830,other,3
30443,udp,2
39855,tcp,1
10316,udp,2
35035,udp,5
29692,tcp,2
62579,tcp,3
19628,other,6
21045,udp,2
41582,other,5
22130,other,3
42029,tcp,2
28979,other,2
503,udp,4
44433,udp,3
30866,udp,1
6180,other,4
3922,udp,5
21637,other,1
53831,udp,1
33704,udp,2
29642,udp,3
39469,udp,3
43280,tcp,2
46055,other,4
27626,udp,2
59162,other,3
3534,tcp,1
17048,tcp,3
8484,udp,2
62529,udp,2
30108,other,5
29090,other,5
4737,tcp,2
61741,tcp,4
32617,other,1
60016,udp,6
50196,tcp,2
9023,other,1
25918,udp,2
8971,other,3
2011,tcp,1
9664,tcp,1
53392,tcp,2
38332,tcp,1
43494,other,3
8461,tcp,3
31258,tcp,1
33405,tcp,1
59548,other,4
34169,tcp,4
34590,udp,2
16781,udp,3
35770,tcp,3
45248,tcp,1
61924,other,4
57220,udp,3
54646,tcp,2
52938,udp,5
39878,udp,1
20427,other,4
36321,other,1
14788,other,2
21852,other,2
12382,tcp,3
8745,other,3
30843,tcp,3
42803,tcp,1
35012,tcp,2
21445,tcp,3
11854,udp,5
6618,other,4
5534,other,3
30792,udp,4
25341,other,3
473,tcp,1
33319,other,2
18228,udp,2
27850,other,4
32235,other,2
41214,udp,1
34744,other,1
4109,other,1
11903,other,1
50012,other,4
1067,tcp,4
26372,tcp,2
52521,other,3
30034,udp,2
58895,other,3
12412,udp,3
18462,udp,3
22983,tcp,3
56987,other,2
13585,tcp,5
1392,other,3
6236,other,1
15055,other,6
59573,udp,3
56327,udp,2
839,other,2
4686,udp,1
1763,other,3
45174,tcp,2
29929,tcp,1
2108,udp,2
51872,other,4
5428,tcp,2
15479,udp,2
56304,tcp,3
37664,udp,3
15422,other,1
50729,other,3
6833,other,3
13227,tcp,1
34321,udp,2
4885,other,1
15367,tcp,3
26466,other,5
7882,udp,2
12136,udp,1
57507,udp,2
40881,udp,3
59647,udp,1
26609,udp,3
12113,tcp,2
49993,other,3
65313,other,1
30158,udp,5
21511,tcp,1
38233,other,1
14299,udp,4
12047,tcp,2
33141,udp,6
14187,tcp,2
6080,other,3
36461,tcp,3
59544,other,4
44608,tcp,6
57120,other,1
60724,udp,2
60243,other,7
35587,other,2
54348,other,4
19553,udp,3
33163,other,3
65017,udp,2
28951,udp,2
17801,other,4
772,udp,4
12821,udp,3
32298,tcp,1
52050,other,4
22770,udp,2
16210,udp,3
28266,udp,5
51252,udp,3
27063,tcp,1
22625,tcp,3
31483,udp,2
58899,other,3
43517,tcp,4
21534,udp,4
31460,tcp,4
26681,other,1
24765,tcp,3
31968,other,1
12731,other,3
51303,tcp,2
20709,other,4
60710,other,5
9955,other,3
45227,other,3
17048,udp,2
11280,other,8
52343,udp,3
61741,udp,1
60016,tcp,4
62156,tcp,3
23674,tcp,2
49778,other,2
8973,udp,1
38519,other,3
14276,tcp,3
11803,other,2
40157,other,2
23800,other,1
17114,tcp,5
38142,udp,3
54483,tcp,3
16350,other,2
60701,tcp,2
10389,udp,4
45085,tcp,2
19642,udp,2
35136,tcp,5
30209,tcp,3
9788,tcp,2
13372,udp,2
33449,other,1
13461,udp,2
21485,other,3
61539,tcp,1
39662,other,1
63970,tcp,3
57406,other,1
60650,udp,1
52915,tcp,3
52506,udp,4
64113,udp,4
34592,other,4
912,udp,3
47388,tcp,4
50072,udp,3
45442,other,2
23697,udp,2
62179,udp,3
2691,other,2
122,other,1
37738,udp,2
63595,other,4
24928,tcp,2
2034,udp,4
61171,other,1
40372,other,1
40084,tcp,3
52899,tcp,3
47590,tcp,3
57344,udp,3
51326,udp,4
19277,tcp,4
23585,tcp,2
16135,other,3
32983,tcp,1
57989,udp,2
5090,udp,6
24788,udp,2
24877,udp,3
8289,other,4
54572,tcp,1
22349,tcp,1
28675,tcp,2
11065,other,3
43108,udp,1
30041,other,2
7761,other,2
687,other,5
56786,tcp,3
15207,other,1
27086,udp,1
33916,other,4
4197,udp,1
38918,udp,1
49271,udp,1
45882,udp,5
19758,other,3
8697,tcp,4
14552,udp,1
36484,udp,3
10137,other,3
58334,other,3
24839,tcp,1
46370,other,2
6068,udp,7
43354,tcp,2
59923,udp,2
29766,tcp,6
9540,udp,1
23950,udp,4
14688,other,1
53264,other,2
4613,udp,1
11780,tcp,4
19530,tcp,5
10798,tcp,3
41823,other,1
50736,tcp,1
35111,other,1
23114,other,2
31557,udp,1
22910,tcp,3
2932,tcp,1
12894,udp,1
61341,udp,3
18177,other,3
34753,udp,3
16506,other,3
2847,other,2
5019,udp,4
62432,tcp,5
9588,other,3
15140,other,3
13945,other,2
7012,tcp,4
62385,other,2
11436,other,1
20280,udp,2
64894,other,2
23118,other,2
25627,other,5
54922,udp,1
43377,udp,1
34730,tcp,2
52206,other,3
35933,udp,4
54715,other,2
8002,udp,3
36886,other,2
7159,tcp,4
30567,tcp,1
61488,udp,3
1988,udp,2
20557,other,1
11691,tcp,3
40123,udp,2
21169,tcp,3
55773,other,2
48694,other,5
31534,tcp,1
32714,tcp,2
44514,other,1
38192,tcp,2
22136,tcp,4
50759,udp,3
7079,other,3
10070,other,4
57068,tcp,4
47540,udp,2
60285,tcp,1
969,other,2
25256,other,5
25355,udp,2
46339,tcp,2
37299,tcp,1
45501,tcp,3
20186,other,3
17822,udp,2
45524,udp,2
23339,udp,3
49535,tcp,5
39447,other,3
60161,udp,2
19604,tcp,5
56230,tcp,1
17872,tcp,2
55971,udp,1
7294,other,4
46573,udp,5
53955,udp,2
34377,other,3
627,udp,4
37175,udp,2
9388,tcp,1
63881,tcp,1
44557,udp,1
37715,tcp,5
26512,tcp,4
41953,other,2
28317,tcp,2
48479,other,1
58956,udp,3
11765,tcp,4
8573,udp,2
41696,tcp,2
7913,other,4
30932,udp,2
63146,udp,2
3646,udp,4
44270,udp,4
25471,other,6
22085,udp,3
36748,tcp,1
55737,tcp,1
59077,other,2
17895,udp,3
36103,tcp,2
22062,tcp,6
64326,udp,1
4826,udp,4
26535,udp,7
12968,udp,4
17434,other,2
17137,udp,2
24328,other,6
32702,other,4
5354,tcp,1
40932,tcp,1
21608,udp,5
23316,tcp,2
62719,tcp,1
48197,other,4
48355,tcp,3
61415,udp,3
59900,tcp,2
52054,other,1
7370,tcp,2
2843,other,5
64735,tcp,1
12364,other,5
57753,tcp,3
39729,other,2
45101,tcp,4
27765,other,3
3110,other,2
49558,udp,1
38363,other,5
17946,tcp,3
34659,other,2
46185,other,4
22695,other,2
4174,tcp,2
25281,udp,1
985,udp,1
29789,udp,1
52775,udp,2
6608,tcp,3
8624,tcp,5
63481,tcp,4
54563,other,1
54083,tcp,4
28032,other,1
26837,other,2
39322,udp,7
19943,other,2
39291,other,2
48720,udp,4
49893,tcp,1
2158,tcp,3
47877,tcp,3
35568,tcp,2
49609,tcp,3
10529,tcp,5
44966,tcp,5
21767,other,2
30280,tcp,3
14873,other,5
52067,tcp,6
16692,tcp,3
38479,tcp,1
61465,tcp,3
20354,udp,5
45960,udp,2
57477,udp,3
18049,other,6
34879,tcp,2
49050,tcp,1
60600,udp,4
60503,udp,5
44322,other,2
28076,tcp,3
21829,other,2
39530,other,1
10950,udp,1
33317,other,2
27763,other,2
12861,other,3
36925,tcp,1
14837,tcp,2
64694,udp,1
8647,tcp,2
19905,other,3
33862,tcp,2
55950,tcp,3
50924,tcp,1
19863,tcp,1
64163,tcp,5
7258,other,3
17769,udp,4
46504,udp,2
41454,other,4
36794,udp,3
480,other,1
64726,other,4
27396,udp,5
29054,other,4
8284,udp,2
27299,udp,2
31768,udp,3
36697,udp,2
61762,tcp,2
3258,udp,2
31633,udp,3
47898,tcp,2
55902,udp,4
48079,udp,1
36562,udp,1
52017,tcp,4
60166,other,3
30422,udp,1
26273,udp,2
188,udp,3
58157,tcp,2
46552,tcp,3
24464,tcp,3
51202,udp,3
21295,tcp,3
38791,tcp,3
32834,other,3
26510,tcp,2
57502,other,5
30613,other,4
27527,tcp,2
57342,udp,5
23341,tcp,3
5304,udp,4
49622,other,4
2135,udp,1
1731,tcp,2
39857,udp,2
20189,udp,1
21344,udp,2
40982,tcp,3
25610,other,1
31584,tcp,3
65189,tcp,5
37474,tcp,4
43340,other,1
3814,other,2
52959,other,4
38840,udp,2
29442,udp,6
14605,other,2
63964,other,3
38617,other,2
11901,other,2
19815,udp,3
5689,udp,1
51153,tcp,1
43396,other,5
7735,udp,1
32335,other,6
37426,udp,8
21024,udp,3
18129,tcp,5
10651,tcp,3
35538,other,2
54845,other,1
7524,tcp,2
61318,tcp,2
29393,tcp,1
29984,other,2
58298,other,4
16694,tcp,4
11668,tcp,2
17112,tcp,2
2757,tcp,4
44158,other,3
32056,other,4
12266,other,1
56131,udp,3
62982,other,2
42715,other,3
8994,tcp,1
51425,udp,3
43675,other,2
13583,udp,3
41260,udp,2
5352,tcp,4
4413,udp,6
23715,other,4
52029,other,3
42027,udp,5
27164,udp,1
31573,other,3
39520,tcp,1
1919,other,1
54844,udp,4
27261,udp,3
6119,tcp,5
10988,udp,2
28028,udp,1
285,udp,2
60551,tcp,4
51912,tcp,6
9538,tcp,1
46824,udp,3
2367,udp,2
13946,tcp,2
6369,tcp,4
35867,tcp,2
828,other,3
64737,tcp,3
50573,other,2
24666,udp,2
329,other,4
11082,udp,3
15345,other,1
54085,udp,3
39298,other,3
20480,udp,2
22283,tcp,2
15018,udp,3
63483,udp,2
65286,tcp,1
58577,other,3
4889,other,2
18740,tcp,3
24416,udp,3
30645,udp,2
32448,tcp,4
53699,other,3
21247,udp,2
29210,udp,4
42005,other,2
10191,udp,1
45992,other,5
44778,udp,1
7161,udp,4
41846,tcp,3
8415,tcp,1
3150,other,1
11445,tcp,3
59571,tcp,3
33814,udp,2
18644,other,5
27168,other,4
20843,tcp,1
56998,other,2
10339,udp,2
59490,other,2
39865,other,6
52903,other,6
55339,tcp,5
25015,other,3
3047,tcp,5
53277,other,2
24205,tcp,2
26760,tcp,3
24108,tcp,4
64602,tcp,4
52624,other,1
37356,other,3
59866,other,1
13004,udp,6
43230,tcp,4
56841,tcp,4
27088,tcp,2
46959,udp,1
36486,tcp,5
23998,udp,2
50047,udp,3
57916,udp,2
5911,other,1
47443,tcp,3
16969,other,1
55073,udp,1
21371,udp,2
22981,udp,2
64471,udp,1
58906,other,3
3293,other,2
45349,udp,4
14084,other,1
53720,other,4
59773,udp,2
1244,udp,5
46428,tcp,1
34629,tcp,1
33506,tcp,2
18548,other,4
33152,other,2
50285,other,2
11306,other,2
4985,other,5
61876,udp,2
5917,tcp,3
54795,tcp,4
16039,other,3
44380,tcp,4
41136,udp,2
57964,tcp,3
8025,udp,2
35671,udp,3
62508,udp,3
6285,other,2
31509,udp,3
19297,other,3
12460,udp,3
46872,tcp,2
39607,udp,5
50534,udp,4
47639,tcp,2
35421,udp,3
16646,udp,3
37520,other,3
36438,udp,3
26023,udp,3
57924,other,1
13248,other,1
4364,tcp,4
52478,udp,3
54203,other,3
11293,other,4
27883,tcp,1
56354,udp,3
25945,other,3
11948,other,6
11976,udp,5
43061,other,3
13714,tcp,3
15066,tcp,2
45570,other,2
31307,other,4
9390,tcp,4
29490,tcp,7
54524,udp,1
30693,tcp,2
36215,udp,2
39655,tcp,3
23101,other,3
54747,udp,4
38045,tcp,2
45884,tcp,2
11572,other,2
2806,udp,2
33375,udp,4
52364,tcp,2
55783,tcp,5
15010,other,1
48518,udp,6
47026,other,3
44582,udp,3
61600,other,4
46332,other,3
53980,udp,3
61052,udp,1
42773,udp,3
9342,udp,5
62069,udp,2
63922,udp,2
52794,other,1
62306,tcp,2
51211,other,1
26071,tcp,6
55204,tcp,3
51105,udp,6
22885,other,2
55296,udp,4
45071,other,5
56327,tcp,4
45613,udp,1
7783,tcp,2
11018,other,2
52141,tcp,2
30325,other,2
45126,udp,2
36873,other,2
17287,other,2
7296,udp,5
40635,tcp,3
9099,tcp,5
29134,tcp,1
10853,udp,3
6418,udp,3
724,udp,3
31861,other,3
52295,other,2
36594,other,3
64115,udp,5
31237,tcp,3
2232,udp,3
39081,tcp,1
59810,other,4
51640,tcp,5
26149,tcp,2
27651,udp,5
62430,udp,2
65379,other,3
2930,udp,2
406,other,4
8001,other,1
60384,udp,2
35826,other,3
31995,other,3
9309,other,3
40148,udp,3
7037,tcp,3
18616,tcp,3
55451,other,4
22673,tcp,1
33391,other,2
56278,tcp,3
17144,other,2
2108,tcp,1
20676,udp,1
48768,udp,5
2525,other,2
22770,tcp,7
50198,other,3
11278,udp,2
41359,tcp,1
30255,udp,3
39906,other,4
46385,tcp,5
37021,other,2
9488,other,3
6020,udp,2
8902,tcp,5
32412,other,4
20579,udp,2
5229,other,3
10598,udp,2
32686,udp,8
14961,udp,4
25968,tcp,2
59969,udp,1
39033,tcp,4
1042,tcp,3
19068,tcp,4
33739,other,2
21993,tcp,1
13930,other,2
42242,tcp,3
20691,other,2
45836,tcp,1
12644,udp,1
6605,other,2
15190,tcp,3
59531,other,3
32301,udp,3
48566,tcp,3
17573,udp,1
39168,tcp,6
26971,udp,1
47220,udp,1
64869,other,1
4719,other,1
18485,tcp,4
54538,other,1
13227,udp,5
49535,other,4
41650,udp,2
3995,udp,3
47314,other,2
60473,other,3
22625,udp,4
48431,tcp,8
9928,tcp,4
9671,other,1
40544,udp,1
48526,other,1
64861,udp,4
32252,udp,3
40907,udp,1
43009,tcp,6
28774,udp,2
9662,udp,4
30920,other,3
45570,udp,2
40955,tcp,2
9010,other,1
19117,udp,2
24089,other,1
24903,tcp,1
4176,udp,2
38939,udp,1
55735,udp,1
22857,tcp,1
23288,udp,2
6222,udp,1
1990,udp,1
46782,other,1
3214,tcp,2
3745,tcp,3
8771,tcp,6
20308,udp,1
15755,udp,3
20233,other,2
20329,other,3
57070,tcp,2
48035,tcp,1
19739,tcp,4
27475,other,1
1699,tcp,6
9076,other,1
23060,other,5
772,tcp,1
40013,udp,4
29677,other,4
17670,udp,2
13372,tcp,5
25842,tcp,3
6730,tcp,2
40592,tcp,3
13275,tcp,1
1244,tcp,2
23537,tcp,3
17362,tcp,2
14139,tcp,2
53689,udp,3
10777,tcp,4
50880,other,1
6677,udp,3
23748,udp,5
20356,tcp,3
36108,other,2
48984,other,5
56068,other,4
61199,tcp,4
11613,other,2
15505,tcp,1
28418,udp,4
60064,tcp,4
675,udp,4
6856,tcp,2
13459,tcp,1
62675,other,2
2246,other,2
12336,tcp,1
46337,udp,2
34699,other,3
7979,tcp,1
33116,tcp,2
25789,udp,2
42975,udp,2
404,udp,1
22597,other,3
34732,udp,2
62110,tcp,3
31557,tcp,3
37499,other,3
43405,tcp,2
14775,other,3
8758,other,3
34007,tcp,1
18437,udp,3
59084,udp,3
40206,other,1
33240,tcp,3
58324,tcp,1
9767,other,3
27835,udp,2
13766,other,1
15321,tcp,5
55914,other,2
22402,tcp,4
15776,tcp,1
31800,tcp,1
18253,udp,3
21206,other,1
31892,udp,2
5632,other,2
52803,tcp,6
13004,tcp,3
12692,tcp,3
4684,tcp,5
38960,other,5
36172,udp,3
5299,udp,3
28287,udp,3
9175,udp,1
37816,udp,4
8336,other,1
7124,other,5
21734,tcp,2
37913,udp,1
50142,other,7
45419,other,3
30889,tcp,5
60823,tcp,1
41087,tcp,5
61442,tcp,4
42514,tcp,6
58654,other,1
14649,udp,2
10237,other,5
43133,tcp,1
22159,tcp,3
65044,other,4
15268,udp,1
51412,other,1
40468,tcp,3
59649,tcp,1
17314,udp,4
47540,tcp,4
19713,other,4
52372,other,3
7600,udp,1
3219,other,3
31660,other,6
58980,other,1
18924,udp,2
18827,udp,2
30238,other,2
26712,udp,4
16444,tcp,4
7403,other,2
47649,other,1
56403,udp,1
37864,tcp,1
64374,udp,2
36048,udp,5
16450,other,2
32935,tcp,4
